date,MonthYear,year,time,occupancy,precinct,bbl,reason,dba,address,zip,floor,corp,sex,race,inspector,notes,buildings_violations,buildings_summonses,buildings_ecb,buildings_violationsCW,fire_violations,fire_summonses,fire_ecb,fire_violationsCW,police_summonses,police_arrests,police_ecb,health_summonses,health_arrests,health_ecb,citation-ANY,citation-YN
7/24/14,07/2014,2014,,Commercial Building,PBMS,MN-00809-0073,Inspection for Dismissal,,"152 West 34 Street, New York, New York",,,,,,Parczewski Giglio Santiago Davis Levine,"DOB 051403CMTF01RNS (Complied With),
DOB 032097CMTF5RI (Complied With),
DOB 100608CMTF01RNS (Complied With),
DOB 070798CMTF1GG (Complied With),
DOB 100608ZMTF02RNS (Complied With),
DOB 020196ZMTF2RI (Complied With),
DOB 021203CMTF02RNS (Complied With),
DOB 030204CMTF01RNS (Complied With),
DOB 020196CMTF1RI (Complied With),
DOB 121802CZMTF03RNS (Complied With),
Inspection Note: Ifd.Lifted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
7/24/14,07/2014,2014,,Commercial Building,PBMS,MN-00809-0059,Inspection for Dismissal,,"124 West 34th Street, New York, New York 10001",10001,,,,,Davis Levine Giglio Santiago Parczewski,"DOB 071196ZMTF2RI (Complied With),
DOB 030502ZMTF02RNS (Complied With),
DOB 081095ZMTF2RI (Complied With),
DOB 030502ZMTF03RNS (Complied With),
DOB 040594ZMTF7RI (Complied With),
Inspection Note: Ifd. Lifted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/21/14,11/2014,2014,,Commercial Building,PBMS,MN-00198-0030,Posting,,"224 Canal Street, New York, New York 10013",10013,,,,,Parczewski Davis Santiago,Inspection Note: Post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
7/30/14,07/2014,2014,,Commercial Building,PBBS,BK-07724-0073,Investigation,,"4005 Avenue H, New York, New York 11210",11210,,,Male,,Giglio Parczewski Davis,Inspection Note: Investigate Compl Of Illegal Activity At Night On Weekends. Spoke With Apic Who States They Have Barbecues On Weekends For Friends And Employees In The Lot Of His Property.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
7/12/14,07/2014,2014,,Commercial Building,PBMS,MN-00482-7501,Complaint - BIS,,"199 Lafayette Street, New York, New York 10012",10012,,,,,Pugach Santiago Levine,Inspection Note: Unable To Gain Entry To Bldg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
9/19/14,09/2014,2014,,Commercial Building,PBMS,MN-00801-0061,Inspection for Dismissal,,"134 West 26 Street, New York, New York",,,,,,Santiago Davis Parczewski,"DOB 021392CMTF03LE (Complied With),
DOB 021382ZMTF02LE (Complied With),
DOB 021392CMTF04LE (Complied With),
DOB 021392ZMTF01LE (Complied With),
Inspection Note: Ifd Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/24/14,02/2014,2014,12:00,Commercial Building,PBMS,MN-00011-0011,"vacate check, SWO/Vacate",,"22 Beaver Street, New York, New York 10004",10004,,,Male,,Parczewski Santiago Pugach Giglio Davis Levine,"ECB DEPT. OF BUILDINGS 35034241Y,
ECB DEPT. OF BUILDINGS 35034240M,
FD E404998 (Served),
Inspection Note: 3 Floor Under Renovation Against Swo/vacate Order. 4 Floor Occupied By Koutsomitis Architects. Completely Renovated And In Violation Of Swo/vacate Order. Instructed To Vacate Premises And Viols Issued.",0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,Yes
4/11/14,04/2014,2014,12:20,Commercial Building,PBMS,MN-01034-0063,Inspection for Dismissal,,"614 9th Avenue, New York, New York",,,,,,Giglio Davis Parczewski,"ECB DEPT. OF BUILDINGS 35034427M,
DOB 100993ZMTF06RI (Complied With),
DOB 100793CMTF07RI (Complied With),
DOB 100793CMTF08RI (Complied With),
DOB 100793ZMTF05RI (Complied With),
Inspection Note: Violations Dismissed. Ecb Issued",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3/7/14,03/2014,2014,10:30,Commercial Building,PBMS,"MN-00472-0012, MN-00472-0012","Complaint, bis",,"255 Broome Street, New York, New York 10002",10002,7,,,,"Pugach Parra,Elan. Santiago Davis Giglio","ECB DEPT. OF BUILDINGS 35034339M,
ECB DEPT. OF BUILDINGS 35034340J,
FD E409750 (Served),
Inspection Note: Unable To Determine As Per Tenant. Illegal Class 'a.Apt.",0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,Yes
2/20/14,02/2014,2014,18:20,Commercial Building,PBMS,MN-00799-0009,Complaint,,"163 West 23 Street, New York, New York 10011",10011,,,,,Levine Santiago Giglio Pugach,Inspection Note: Unable To Determine Transient Use. Commercial Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/29/14,01/2014,2014,15:00,Commercial Building,,MN-00831-0010,"ifd, SWO/Vacate",,"39 West 29 Street, New York, New York",,,,,,Davis Santiago Parczewski,"ECB DEPT. OF BUILDINGS 35034137Y,
FD E375845 (Complied With),
Inspection Note: Swo Lift Denied",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
2/12/14,02/2014,2014,11:50,Commercial Building,PBMS,MN-00813-0016,IFD,,"1375 Broadway, New York, New York 10018",10018,,,Male,,Pugach Davis Santiago Giglio,"ECB DEPT. OF BUILDINGS 35034232M,
ECB DEPT. OF BUILDINGS 35034231K,
Inspection Note: Ifd Failed",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Yes
6/11/14,06/2014,2014,,Commercial Building,PBBN,BK-01130-0039,Complaint - OSE,,"880 Pacific Street, New York, New York 11238",11238,,,,,Giglio Santiago Levine Pugach,Inspection Note: Unable To Determine Transient Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/12/14,02/2014,2014,12:30,Commercial Building,PBMS,MN-00813-0055,Other,,"1385 Broadway, New York, New York 10018",10018,,,,,Giglio Davis Pugach Santiago,ECB DEPT. OF BUILDINGS 35034233Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
6/6/14,06/2014,2014,13:20,Commercial Building,PBMS,MN-00813-0016,SWO/Vacate Re-inspection,,"1375 Broadway, New York, New York 10018",10018,,,,,Santiago Parczewski Davis,"ECB DEPT. OF BUILDINGS 35096182R,
ECB DEPT. OF BUILDINGS 35096183Z,
Inspection Note: Swo.Lift Approved.",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Yes
11/6/13,11/2013,2013,11:20,Commercial Building,,MN-00280-0033,Complaint,,"55 East Broadway, New York, New York 10002",10002,,,,,Davis Pugach,"ECB DEPT. OF BUILDINGS 35033921,
Inspection Note: Unable To Determine, Converted To Social Club",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
10/18/13,10/2013,2013,13:00,Commercial Building,Pbms,MN-00811-0062,IFD,,"152 West 36 Street, New York, New York",,,,,,Parczewski Giglio Levine Santiago,"ECB DEPT. OF BUILDINGS 35033792X,
DOB 083093CMTF02RI (Complied With),
DOB 083093CMTF01RI (Complied With),
FD E375420 (Served),
Inspection Note: Violations Complied With Add Viols Served",0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Yes
12/4/13,12/2013,2013,12:40,Commercial Building,14,MN-00786-0076,IFD,,"252 West 37 Street, New York, New York",,,,,,Parczewski Davis,"ECB DOB 35034054Z,
ECB DOB 35034053R,
ECB DOB 35034051N,
ECB DOB 35034052P",0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,Yes
12/5/13,12/2013,2013,18:30,Commercial Building,14,MN-00758-0082,Complaint,,"442 Ninth Avenue, New York, New York 10001",10001,10-Sep,,,,Davis Levine Pugach Santiago Giglio,Inspection Note: Unable To Locate Units 9&10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/25/13,11/2013,2013,10:10,Commercial Building,10,MN-00767-0001,Posting,,"144 8th Avenue, New York, New York 10011 OF AMERICA",,,,,,Giglio Parczewski Santiago Davis Levine,Inspection Note: Post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/20/13,11/2013,2013,9:30,Commercial Building,Pbms,MN-00025-0027,Complaint,Revenue Cycle Associates,"40 Exchange Place, New York, New York 10005",10005,5,,,,Pugach Levine Giglio,Inspection Note: Revenue Cycle Associates Has Been Renting This Space For 1 Year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/30/13,10/2013,2013,11:00,Commercial Building,,MN-00828-0067,IFD,,,,,,,,Levine Santiago Parczewski Davis,"ECB DEPT. OF BUILDINGS 35033847Y,
ECB DEPT. OF BUILDINGS 35033846M,
ECB DEPT. OF BUILDINGS 35033849H,
ECB DEPT. OF BUILDINGS 35033848X,
FD E355194 (Served),
Summons FIRE DEPARTMENT OF NYC 4413811259,
Inspection Note: Ifd # 120204cmtf03 Denied Additional Violations",0,0,4,0,1,1,0,0,0,0,0,0,0,0,6,Yes
11/22/13,11/2013,2013,11:30,Commercial Building,,MN-00811-0010,Complaint,,"147 West 35 Street, New York, New York 10001",10001,,,,,Santiago Parczewski Davis,"Inspection Note: Unable To Determine, #504 Is Travel Agency.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/8/13,11/2013,2013,17:10,Commercial Building,,MN-00806-0003,Complaint,,"365 7 Avenue, New York, New York 10001",10001,,,,,Davis Santiago Parczewski,Inspection Note: No Access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/6/13,11/2013,2013,10:20,Commercial Building,,MN-00281-0040,Complaint,,"49 Division Street, New York, New York 10002",10002,,,,,Pugach Davis,"ECB DEPT. OF BUILDINGS 35033920L,
Inspection Note: Unable To Determine , Converted To Social Club",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
12/3/13,12/2013,2013,16:20,Commercial Building,,BK-05810-0021,Other,Stop & Stor,"534 63rd Street, Brooklyn, New York",,,,Female,,Santiago Davis Parczewski,Inspection Note: Issu And Serve Closing Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/4/13,12/2013,2013,11:40,Commercial Building,,MN-00821-0014,Inspection for Dismissal,,"39 West 19th Street, New York, New York 10011",10011,1fl,,,,Davis Parczewski,"DOB 060597CMTF3RI (Complied With),
DOB 040798ZMTF1RI (Complied With),
Inspection Note: Ifd Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/6/13,11/2013,2013,11:20,Commercial Building,,MN-00280-0042,Complaint,,"35 East Broadway, New York, New York 10002",10002,,,,,Davis Pugach,Inspection Note: Unable To Determine As Per Tenant XXXXXX.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/20/13,11/2013,2013,20:50,Commercial Building,,MN-00539-0039,Complaint,,"163 Bleecker Street, New York, New York 10012",10012,,,,,Parczewski Santiago Davis,"Inspection Note: Unable To Determine Transient Use, Occupancy Conforms To C.O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/2/13,12/2013,2013,11:30,Commercial Building,,MN-00813-0016,IFD,,"1375 Broadway, New York, New York",,,,,,Davis Santiago,Inspection Note: Ifd Denied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/14/13,11/2013,2013,11:00,Commercial Building,,BK-06284-0017,Posting,,"8017 New Utrecht Avenue, New York, New York 11214 OF AMERICA",,,,,,Pugach Parczewski Levine Santiago Giglio,Inspection Note: Violations Posted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/31/13,10/2013,2013,12:10,Commercial Building,Pbms,MN-00816-0020,Audit,Paragraph,"35 West 14th Street, New York, New York 10011",10011,3 Rd,,Female,,Giglio Levine Santiago Davis Pugach,Inspection Note: Plans Not Available For Inspection - Audit Closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/22/13,11/2013,2013,13:10,Commercial Building,,MN-00761-0020,Complaint,,"323 West 37th Street, New York, New York 10018",10018,,,,,Santiago Davis Parczewski,"Inspection Note: Unable To Determine, As Per Super.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
12/6/13,12/2013,2013,18:00,Commercial Building,,MN-00162-0038,Complaint,,"9 Chatham Square, New York, New York 10038",10038,,,,,Parczewski Davis Santiago,Inspection Note: Unable To Determine..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/8/13,11/2013,2013,16:30,Commercial Building,,MN-00890-0068,IFD,,"142 West 34th Street, New York, New York 10001",10001,,,,,Santiago Davis Parczewski,"DOB 100694ZMTF1RI (Complied With),
DOB 102893ZMTF2LE (Complied With),
Inspection Note: Ifd Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
11/8/13,11/2013,2013,10:10,Commercial Building,5,MN-00281-0001,Complaint,,"2 East Broadway, New York, New York 10038",10038,,,,,Santiago Giglio Parczewski Davis,Inspection Note: Unable To Determine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/5/14,02/2014,2014,17:20,Condominium,PBMN,MN-01534-7502,"Complaint, bis",,237 East 88 Street 10128,10128,101,,Female,,Pugach Giglio Santiago,Inspection Note: Based On Occupant Interview - Unable To Determine Transient Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/3/15,03/2015,2015,,Condominium,PBMS,MN-00803-7501,Complaint - OSE,,"315 7th Avenue, New York, New York",,"15d,8d,5a",,,,Giglio Pugach,Inspection Note: 15d - No Access/ 8d - XXXXXX Staying For 3 Months/ Condo Owner XXXXXX Present. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/5/14,02/2014,2014,17:20,Condominium,PBMN,MN-01534-7502,"Complaint, bis",,237 East 88 Street 10128,10128,101,,Female,,Pugach Giglio Santiago,Inspection Note: Based On Occupant Interview - Unable To Determine Transient Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/27/14,01/2014,2014,11:50,Construction Site,18,MN-01072-0050,IFD,,"533 West 43 Street, New York, New York",,,,,,Pugach Giglio Levine Davis Santiago Parczewski,"DOB 090602CMTF05RNS (Complied With),
DOB 062100CMTF01RNS (Complied With),
Inspection Note: Violations Complied With",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/20/14,02/2014,2014,15:30,Construction Site,PbmsPBMS,MN-00790-0065,Complaint,,"152 West 15 Street, New York, New York 10011",10011,,,Male,,Pugach Giglio Levine Santiago,"ECB DEPT. OF BUILDINGS 35034206Z,
ECB DEPT. OF BUILDINGS 35034207K,
ECB DEPT. OF BUILDINGS 35034208M,
ECB FIRE DEPARTMENT OF NYC 11328627J,
ECB DEPT. OF BUILDINGS 35034209Y,
FD E404996 (Served),
Summons FIRE DEPARTMENT 4416380848,
Summons FIRE DEPARTMENT 4416380834,
Inspection Note: Construcrion Site. Bldg Reno. No Transient Use. Additional Violations Issued.",0,0,4,0,1,2,1,0,0,0,0,0,0,0,8,Yes
2/7/14,02/2014,2014,20:00,Construction Site,PBMS,MN-01271-0050,IFD,,"18 West 56 Street, New York, New York",,,,,,Parczewski Santiago Davis,"DOB 123002CMTF06RNS (Complied With),
Inspection Note: If Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/9/14,04/2014,2014,11:10,Construction Site,PBMN,MN-01200-0056,Complaint - BIS,,"54 West 87 Street, New York, New York",,,,,,Pugach Giglio,Inspection Note: Full Demo. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
6/30/14,06/2014,2014,,Construction Site,,MN-00790-0068,Posting,,"152 West 15th Street, New York, New York 10011",10011,,,,,Pugach Davis,"ECB DEPT. OF BUILDINGS 35096284H,
Inspection Note: Post",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3/4/15,03/2015,2015,,Construction Site,PBBN,BK-01716-0026,Complaint - BIS,,"470 Flushing Avenue, Brooklyn, New York 11205",11205,4th,,,,Santiago Giglio Pugach,Inspection Note: 4th Floor Vacant. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/6/15,03/2015,2015,,Construction Site,PBBN,BK-02015-0056,Inspection for Dismissal,,"125 Lefferts Place, Brooklyn, New York 11238",11238,,,,,Santiago Parczewski Pugach Davis Giglio,"ECB DOB 35151675Y,
ECB DEPT. OF BUILDINGS 35151624Y,
ECB DOB 35151676X,
DOB 121311CMTF08VP (Complied With),
Inspection Note: Ifd Request",0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,Yes
4/9/14,04/2014,2014,11:10,Construction Site,PBMN,MN-01200-0056,Complaint - BIS,,"54 West 87 Street, New York, New York",,,,,,Pugach Giglio,Inspection Note: Full Demo. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
6/30/14,06/2014,2014,,Construction Site,,MN-00790-0068,Posting,,"152 West 15th Street, New York, New York 10011",10011,,,,,Pugach Davis,"ECB DEPT. OF BUILDINGS 35096284H,
Inspection Note: Post",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
10/3/13,10/2013,2013,22:15,Construction Site,14,MN-00784-0028,IFD,,"218 West 35th Street, New York, New York 10001",10001,,,,,Pugach Giglio Levine Santiago,Inspection Note: Ifd # 2013-114r Violations Complied With: 111504czmtf01rns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/10/15,02/2015,2015,,Dwelling Unit,PBBN,BK-01827-0002,"vacate order, Posting",,"101 Jefferson Avenue, Brooklyn, New York 11216",11216,"Cellar ""bb""",,,,Giglio Pugach,Inspection Note: Post Vacate Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/20/14,03/2014,2014,12:10,Hotel,PBMS,MN-00865-0001,Inspection for Dismissal,Hotel 373,"373 5th Avenue, New York, New York 10016",10016,,,,,Parczewski Davis,"ECB DEPT. OF BUILDINGS 35034360R,
ECB,
ECB DEPT. OF BUILDINGS 35034361Z,
ECB,
DOB 110908CMTF03RNS (Complied With),
Summons POLICE DEPARTMENT 4415060760,
Summons POLICE DEPARTMENT 4415060757,
Inspection Note: Ifd Approved",0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,Yes
2/26/14,02/2014,2014,10:20,Hotel,PBMS,MN-00492-0025,Posting,,"220 Bowery, New York, New York",,,,,,Levine Parczewski Davis Giglio,Inspection Note: Violations Posted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/24/14,01/2014,2014,9:50,Hotel,Pbms,MN-00753-0042,"SWO/Vacate, vacate lift reinspection",Chelsea Star Hotel,"300 West 30th Street, New York, New York 10001",10001,,,Male,,Santiago Levine Davis Giglio Pugach,"FD 45343 (Dismissed),
FD 45355 (Dismissed),
FD 45347 (Dismissed),
FD 45349 (Dismissed),
Inspection Note: In Compliance. Partial Vacate Order #72/2013 Recommended To Be Lifted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/28/14,02/2014,2014,13:30,Hotel,PBMS,MN-00492-0025,Posting,,"220 Bowery, New York, New York",,,,Male,,Giglio Santiago Pugach,Inspection Note: Posted Ft Vios At Front Door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/13/14,01/2014,2014,11:10,Hotel,,QN-00418-0005,Complaint,Q4 Hotel,"29-09 Queens Plaza North, Long Island City, New York",,All,,Male,,Giglio Pugach Santiago,"ECB DEPT. OF BUILDINGS 35034178K,
ECB DEPT. OF BUILDINGS 35034176R,
ECB DEPT. OF BUILDINGS 35034179M,
ECB FIRE DEPARTMENT OF NYC 11328616Y,
ECB DEPT. OF BUILDINGS 35034172J,
ECB DEPT. OF BUILDINGS 35034177Z,
ECB DEPT. OF BUILDINGS 35034175P,
FD E404985 (Served),
FD E404984 (Served)",0,0,6,0,2,0,1,0,0,0,0,0,0,0,9,Yes
3/11/14,03/2014,2014,12:30,Hotel,PBMS,MN-00770-0008,Posting,Chelsea Hostel,"251 West 20 Street, New York, New York",,All,,Female,,Giglio Santiago Pugach,Inspection Note: Served Apic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/14/14,01/2014,2014,12:20,Hotel,,QN-00418-0005,"vacate order q21/2014, Posting",Q4 Hotel,"29-09 Queens Plaza North, Long Island City, New York 11101",11101,,,Female,,Davis Pugach Giglio Levine Santiago,Inspection Note: Execute Vacate Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/13/14,01/2014,2014,11:10,Hotel,,QN-00418-0005,Complaint,Q4 Hotel,"29-09 Queens Plaza North, New York, New York 11101",11101,All,,,,Santiago Pugach Giglio,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/14/14,01/2014,2014,12:20,Hotel,,QN-00418-0005,"vacate order q21/2014, Posting",Q4 Hotel,"29-09 Queens Plaza North, New York, New York 11101",11101,,,,,Levine Santiago Pugach Davis Giglio,Inspection Note: Execute Vacate Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/20/14,02/2014,2014,18:40,Hotel,PbmsPBMS,MN-00772-0064,Complaint,Chelsea Hotel,"216 West 23 Street, New York, New York 10011",10011,,,,,Santiago Pugach Giglio Levine,"ECB FDNY 11328613Z,
FD E404997 (Served),
Inspection Note: 9 Floor South East Apt Is Vacant And Under Renovation. There Are No Trans Guests In The Building At Time Of Inspection. Additional Fd Violations Issued",0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,Yes
1/6/14,01/2014,2014,11:00,Hotel,,MN-00879-0044,SWO/Vacate,American Dream Hostel,"318 3rd Avenue, New York, New York 10010",10010,,,Male,,Parczewski Santiago Davis Giglio,"ECB FIRE DEPARTMENT OF NYC 11328623M,
ECB DEPT. OF BUILDINGS 35034131N,
ECB DEPT. OF BUILDINGS 35034132P,
FD E4044979 (Served),
Inspection Note: Vacate Lifted.",0,0,2,0,1,0,1,0,0,0,0,0,0,0,4,Yes
2/12/14,02/2014,2014,11:00,Hotel,PBQN,QN-00418-0005,"SWO/Vacate, reinspection",Q4 Hotel,"2909 Queens Plaza N, Long Island City, New York 11101",11101,,,Female,,Pugach Santiago Giglio Davis,Inspection Note: Vacate Order Rescinded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/11/14,03/2014,2014,13:10,Hotel,PBMS,MN-00998-0026,Posting,,"109 West 45th Street, New York, New York 10036",10036,,,,,Parczewski Davis,"ECB DEPT. OF BUILDINGS 35034312M,
ECB DEPT. OF BUILDINGS 35034315H,
ECB DEPT. OF BUILDINGS 35034314X,
ECB DEPT. OF BUILDINGS 35034311K,
ECB DEPT. OF BUILDINGS 35034313Y,
Inspection Note: Post.",0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,Yes
4/29/14,04/2014,2014,10:40,Hotel,,MN-01048-7502,Inspection for Dismissal,Hudson Hotel,"353 West 57 Street, New York, New York",,,,Male,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
5/9/14,05/2014,2014,17:30,Hotel,,MN-00753-0042,Audit,Chelsea Star Hotel,"300 West 30th Street, New York, New York 10001",10001,,,Male,,Parczewski Davis,Inspection Note: Audit Accepted.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/18/14,04/2014,2014,19:50,Hotel,PBMS,MN-00203-0017,Posting,,"140 Hester Street, New York, New York 10013",10013,,,,,Parczewski Santiago Davis,"ECB DOB 35034481N,
ECB DOB 35034485K,
ECB DOB 35034479Y,
ECB DOB 35034484Z,
ECB DOB 35034477K,
ECB DOB 35034486M,
ECB DOB 35034487Y,
ECB DOB 35034488X,
ECB DOB 35034478M,
ECB DOB 35034480L,
ECB DOB 35034482P,
ECB DOB 35034483R,
ECB DOB 35034476Z,
Inspection Note: Post ; Re-Written.",0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,Yes
2/21/14,02/2014,2014,12:10,Hotel,PBMS,MN-00772-0064,Posting,Chelsea Hotel,"216 West 23 Street, New York, New York",,,,Male,,Parczewski Santiago Levine Davis,Inspection Note: Violations Posted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/30/14,04/2014,2014,10:20,Hotel,PBMS,MN-01048-7502,Posting,Hudson Hotel,"353 West 57th Street, New York, New York 10019",10019,,,,,Pugach Santiago Giglio Davis,Inspection Note: Post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/3/15,02/2015,2015,,Hotel,PBMS,MN-01260-7502,Complaint - BIS,,"70 West 45th Street, New York, New York 10036",10036,28-48 Floor,,,,Pugach Davis Giglio,Inspection Note: Unable To Determine. Waiting On Information By Mgt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/20/15,03/2015,2015,,Hotel,PBMS,MN-01037-0035,SWO/Vacate Re-inspection,New York Inn.,"765 8th Avenue, New York, New York 10036",10036,,,Male,,Pugach Davis Parczewski Santiago,"ECB DEPT. OF BUILDINGS 35151714H,
ECB FIRE DEPARTMENT OF NYC 11410265Y,
ECB DEPT. OF BUILDINGS 35151712Y,
ECB DEPT. OF BUILDINGS 35151713X,
ECB DEPT. OF BUILDINGS 35151715J,
ECB DEPT. OF BUILDINGS 35151716L,
FD E435667 (Served),
FD E435666 (Served),
FD E435665 (Served),
Summons FIRE DEPARTMENT OF NYC 4422827119,
Summons FIRE DEPARTMENT OF NYC 4422827122",0,0,5,0,3,2,1,0,0,0,0,0,0,0,11,Yes
2/20/15,02/2015,2015,,Hotel,PBMS,MN-01821-0013,"swo lift, Complaint - BIS",The Bed & Breakfast On Central Park,"137 West 111th Street, New York, New York 10026",10026,,,Male,,Davis Parczewski Santiago,"FD E435654 (Served),
Inspection Note: Swo Lift Approved.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Yes
3/20/15,03/2015,2015,,Hotel,PBMN,MN-01242-0024,Posting Violation,Days Inn,"2520 Broadway, New York, New York 10025",10025,,,,,Santiago Pugach Davis Parczewski,Inspection Note: Post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
